MobileId,priceRange,processor,display,primarycamera,battery,frontcamera
i-smart IS 202i Xtraa 2015_october,1095,Quad core,"2.4"" (6.1 cm)",1.3 MP,2700 mAh,1.3 MP
Philips E160 2015_april,1799,Quad core,"2.4"" (6.1 cm)",0.3 MP,1600 mAh,1.3 MP
Rage Marvel 2015_february,3499,Quad core,"4.0"" (10.16 cm)",5 MP,1350 mAh,2 MP
Salora Arya A1 Plus 2014_december,3999,Quad core,"4.5"" (11.43 cm)",5 MP,2000 mAh,2 MP
Lava KKT 27s 2014_march,1800,Quad core,"2.8"" (7.11 cm)",0.3 MP,1400 mAh,2 MP
Nokia 2690 2010_march,7180,Quad core,"1.8"" (4.57 cm)",0.3 MP,860 mAh,2 MP
Hi-Tech Air A3i 2016_january,3399,Quad core,"4.5"" (11.43 cm)",5 MP,1550 mAh,2 MP
Karbonn K2s 2014_november,1920,Quad core,"1.8"" (4.57 cm)",0.3 MP,1800 mAh,2 MP
Cheers C21 2014_may,1649,Single core,"3.5"" (8.89 cm)",2 MP,1400 mAh,1.3 MP
Philips W3500 2013_december,3999,Quad core,"5.0"" (12.7 cm)",5 MP,2200 mAh,1.3 MP
Karbonn A9 2012_may,7999,Quad core,"3.8"" (9.65 cm)",5 MP,1600 mAh,0.3 MP
Chilli B39 2016_march,1149,Quad core,"2.4"" (6.1 cm)",0.3 MP,1700 mAh,0.3 MP
Zen Admire Fab Q 2016_january,3471,Quad core,"5.0"" (12.7 cm)",3.2 MP,1800 mAh,1.3 MP
Lava Iris Atom 2015_december,2799,Quad core,"4.0"" (10.16 cm)",5 MP,1550 mAh,0.3 MP
Spice Xlife Proton 4 2015_november,2239,Dual core,"4.0"" (10.16 cm)",3.2 MP,1600 mAh,1.3 MP
Spice Style 240 2015_november,1275,Dual core,"2.4"" (6.1 cm)",1.3 MP,1850 mAh,1.3 MP
Aqua Mobile Pearl 2015_july,1049,Dual core,"2.4"" (6.1 cm)",0.3 MP,1600 mAh,1.3 MP
Apple iPhone 4 - 32GB 2010_june,16999,Single core,"3.5"" (8.89 cm)",5 MP,1420 mAh,0.3 MP
Intex Aqua Air II 2016_january,3290,Dual core,"5.0"" (12.7 cm)",2 MP,2300 mAh,0.3 MP
Videocon Infinium Z45 Dazzle 2015_november,2839,Quad core,"4.5"" (11.43 cm)",5 MP,1600 mAh,2 MP
Karbonn Alfa A92 Plus 2015_september,2599,Single core,"4.0"" (10.16 cm)",3.2 MP,1300 mAh,1.3 MP
Intex Aqua Y2 Ultra 2015_july,4900,Quad core,"4.0"" (10.16 cm)",5 MP,1400 mAh,0.3 MP
Micromax Canvas Play 2015_april,4799,Quad core,"5.5"" (13.97 cm)",5 MP,2820 mAh,0.3 MP
Zen Ultrafone 402 Style 2015_march,2359,Quad core,"4.0"" (10.16 cm)",5 MP,1600 mAh,1.3 MP
Spice Stellar 509 2014_may,7500,Quad core,"5.0"" (12.7 cm)",8 MP,2000 mAh,2 MP
Intex Cloud N12 Plus 2015_may,3690,Quad core,"4.5"" (11.43 cm)",5 MP,1600 mAh,1.3 MP
Lenovo S930 2013_december,13604,Quad core,"6.0"" (15.24 cm)",8 MP,3000 mAh,1.6 MP
Samsung Rex 80 2013_march,4900,Quad core,"3"" (7.62 cm)",3.2 MP,1000 mAh,1.6 MP
Intex Aqua Y4 2015_july,3705,Quad core,"4.5"" (11.43 cm)",5 MP,1700 mAh,2 MP
Intex Aqua Dream 2015_april,6100,Octa core,"5.5"" (13.97 cm)",13 MP,2300 mAh,5 MP
Celkon C9 Jumbo 2014_april,1289,Octa core,"2.4"" (6.1 cm)",1.3 MP,2000 mAh,5 MP
Adcom KitKat A54 2014_november,3599,Quad core,"5.0"" (12.7 cm)",8 MP,1750 mAh,3.2 MP
iBall Shaan 2.8V Skipper 2016_january,1299,Quad core,"2.8"" (7.11 cm)",0.3 MP,1800 mAh,3.2 MP
Intex Turbo Glow 2015_december,1561,Quad core,"2.8"" (7.11 cm)",0.3 MP,1450 mAh,3.2 MP
Nokia 2630 2007_may,3999,Quad core,"2.8"" (7.11 cm)",0.3 MP,1450 mAh,3.2 MP
Swipe Konnect Trio 2015_august,2399,Quad core,"4.0"" (10.16 cm)",3.2 MP,1500 mAh,0.3 MP
Panasonic T33 2015_july,3989,Quad core,"4.0"" (10.16 cm)",3 MP,1500 mAh,0.3 MP
Hi-Tech Amaze S2 2015_july,2900,Quad core,"4.0"" (10.16 cm)",3.2 MP,1400 mAh,1.3 MP
Lava CG 142 2015_march,2200,Quad core,"2.4"" (6.1 cm)",1.3 MP,1400 mAh,1.3 MP
Intex Aqua Star 2014 2014_october,5499,Quad core,"5.0"" (12.7 cm)",8 MP,2000 mAh,2 MP
Lenovo A390 2013_april,8689,Dual core,"4"" (10.16 cm)",5 MP,1500 mAh,2 MP
Nokia 7280 2004_july,15407,Dual core,"4"" (10.16 cm)",0.3 MP,1500 mAh,2 MP
Cheers Neon 2016_february,1600,Dual core,"2.4"" (6.1 cm)",1.3 MP,1800 mAh,2 MP
Intex Aqua Star 2 HD 2015_may,5598,Quad core,"5.0"" (12.7 cm)",8 MP,2000 mAh,5 MP
Reliance ZTE S188 2015_january,1520,Quad core,"1.8"" (4.57 cm)",8 MP,1000 mAh,5 MP
XOLO Q1200 2014_may,6000,Quad core,"5.0"" (12.7 cm)",8 MP,2000 mAh,2 MP
Karbonn K52 Star 2014_february,1990,Quad core,"2.4"" (6.1 cm)",1.3 MP,1000 mAh,2 MP
Spice Power 5765 2015_june,1451,Quad core,"2.4"" (6.1 cm)",1.3 MP,2800 mAh,2 MP
Gfive A97 2014_february,3399,Dual core,"4.5"" (11.43 cm)",2 MP,2800 mAh,1.3 MP
Karbonn K45 Plus 2013_january,1075,Dual core,"2.4"" (6.1 cm)",1.3 MP,1500 mAh,1.3 MP
Karbonn K18 Jumbo 2015_november,1349,Dual core,"2.4"" (6.1 cm)",0.3 MP,1500 mAh,1.3 MP
Intex Eco 206 2015_october,1195,Dual core,"1.8"" (4.57 cm)",0.3 MP,1750 mAh,1.3 MP
Karbonn Titanium Mach One Plus 2015_july,5399,Quad core,"4.7"" (11.94 cm)",8 MP,1800 mAh,5 MP
Adcom A-Note 2015_february,5499,Quad core,"5.5"" (13.97 cm)",8 MP,2500 mAh,3.2 MP
Intex Turbo S4 2015_january,1720,Quad core,"2.4"" (6.1 cm)",0.3 MP,1800 mAh,3.2 MP
Micromax Canvas Blaze HD 2014_march,10040,Quad core,"5.0"" (12.7 cm)",8 MP,2000 mAh,2 MP
Karbonn A1 Plus Duple 2013_november,6000,Dual core,"3.5"" (8.89 cm)",3 MP,1300 mAh,0.3 MP
Spice Palmtab M-6120 2013_december,2699,Dual core,"5.0"" (12.7 cm)",1.3 MP,1300 mAh,0.3 MP
Lava KKT Ultra Plus 2015_december,1500,Dual core,"2.4"" (6.1 cm)",0.3 MP,1750 mAh,0.3 MP
Wham M5 2015_march,2699,Dual core,"3.5"" (8.89 cm)",2 MP,1300 mAh,0.3 MP
Onida i407 2015_january,2599,Single core,"4.0"" (10.16 cm)",2 MP,1600 mAh,0.3 MP
Micromax Bolt A082 2014_august,3580,Dual core,"3.97"" (10.08 cm)",2 MP,1700 mAh,0.3 MP
Philips S388 2014_august,3499,Quad core,"4.5"" (11.43 cm)",5 MP,1700 mAh,0.3 MP
Micromax Bolt A089 2014_march,5000,Dual core,"4.0"" (10.16 cm)",2 MP,2100 mAh,0.3 MP
Yxtel K008 2013_december,1290,Dual core,"3.5"" (8.89 cm)",0.3 MP,1400 mAh,0.1 MP
Intex Aqua Active 2015 2015_november,2999,Quad core,"4.0"" (10.16 cm)",2 MP,1450 mAh,0.3 MP
Videocon Infinium Z51 Punch 2015_september,5990,Quad core,"5.0"" (12.7 cm)",8 MP,3000 mAh,5 MP
Haier C381 2015_february,1250,Quad core,"1.8"" (4.57 cm)",0.3 MP,1000 mAh,5 MP
Obi Crane S550 2014_september,6890,Quad core,"5.5"" (13.97 cm)",8 MP,2400 mAh,5 MP
Karbonn A1 Plus Champ 2014_august,2199,Dual core,"3.5"" (8.89 cm)",3 MP,1300 mAh,0.3 MP
Alcatel One Touch Idol X Plus 2014_may,14347,Octa core,"5.0"" (12.7 cm)",13.1 MP,2500 mAh,2 MP
Intex Jazz 2014_february,1349,Octa core,"2.4"" (6.1 cm)",0.3 MP,1800 mAh,2 MP
iBall Wow 2 2016_march,1399,Octa core,"2.8"" (7.11 cm)",0.3 MP,1450 mAh,2 MP
Intex Star PDA 2015_april,1598,Octa core,"4.0"" (10.16 cm)",1.3 MP,1200 mAh,2 MP
XOLO A1000s 2014_august,4998,Dual core,"5.0"" (12.7 cm)",5 MP,2000 mAh,0.3 MP
Micromax Canvas Turbo Mini A200 2014_january,4749,Quad core,"4.7"" (11.94 cm)",8 MP,1800 mAh,5 MP
Micromax Bolt A59 2014_january,2850,Single core,"3.5"" (8.89 cm)",2 MP,1500 mAh,0.3 MP
LG Optimus L9 2012_november,10990,Dual core,"4.7"" (11.94 cm)",5 MP,2150 mAh,0.3 MP
Lava Iris Alfa L 2015_april,6499,Quad core,"5.5"" (13.97 cm)",8 MP,3000 mAh,2 MP
LG L Fino 2014_october,10550,Quad core,"4.5"" (11.43 cm)",8 MP,1900 mAh,0.3 MP
Intex Aqua i5 HD 2014_may,7490,Quad core,"5.0"" (12.7 cm)",13 MP,2000 mAh,5 MP
Micromax X502 2015_november,1896,Quad core,"1.8"" (4.57 cm)",0.3 MP,1200 mAh,5 MP
Karbonn A307 2015_november,2499,Quad core,"4.0"" (10.16 cm)",2 MP,1300 mAh,0.3 MP
Zodiac Aries 2015_august,8999,Octa core,"5.5"" (13.97 cm)",13 MP,2600 mAh,5 MP
Micromax Bolt A46 2014_february,7999,Octa core,"4.0"" (10.16 cm)",2 MP,1500 mAh,5 MP
Panasonic P11 2013_july,9500,Quad core,"5"" (12.7 cm)",8 MP,2000 mAh,2 MP
Karbonn K490 2015_august,1299,Quad core,"2.4"" (6.1 cm)",1.3 MP,1800 mAh,2 MP
iBall Andi4 B20 2015_july,2499,Single core,"4.0"" (10.16 cm)",2 MP,1250 mAh,0.3 MP
Zopo Color C ZP330 2016_january,6299,Quad core,"4.5"" (11.43 cm)",5 MP,1700 mAh,2 MP
Hi-Tech Yuva Y3 2015_september,1399,Quad core,"2.4"" (6.1 cm)",0.3 MP,1000 mAh,2 MP
Intex Cloud Pace 2015_august,5199,Quad core,"4.5"" (11.43 cm)",8 MP,1700 mAh,5 MP
Panasonic T9 2014_november,2999,Dual core,"3.5"" (8.89 cm)",2 MP,1300 mAh,0.3 MP
Karbonn Titanium S29 Elite 2014_september,4100,Quad core,"5.4"" (13.72 cm)",8 MP,2600 mAh,1.3 MP
Nokia Lumia 530 2014_august,5955,Quad core,"4.0"" (10.16 cm)",5 MP,1430 mAh,1.3 MP
iBall Andi 5K Panther 2014_august,4299,Octa core,"5.0"" (12.7 cm)",8 MP,1900 mAh,2 MP
ZTE S183 2014_january,1490,Octa core,"1.8"" (4.57 cm)",8 MP,1000 mAh,2 MP
SSKY S241 2016_march,1024,Octa core,"2.4"" (6.1 cm)",2 MP,2200 mAh,2 MP
Karbonn A60 2015_march,5299,Dual core,"5.0"" (12.7 cm)",5 MP,1800 mAh,2 MP
Intex Aqua Q3 2015_february,5300,Quad core,"4.5"" (11.43 cm)",8 MP,1800 mAh,1.3 MP
Micromax X242 2014_november,1449,Quad core,"2.4"" (6.1 cm)",0.3 MP,1750 mAh,0.3 MP
M-Tech L6 2014_august,1347,Quad core,"2.4"" (6.1 cm)",0.3 MP,1450 mAh,0.3 MP
Karbonn Titanium S1 Plus 2014_april,4897,Quad core,"4.0"" (10.16 cm)",5 MP,1500 mAh,0.3 MP
Micromax A63 Canvas Fun 2013_september,6299,Quad core,"4"" (10.16 cm)",2 MP,1500 mAh,0.3 MP
iBall Andi 4.5C Magnifico 2015_september,3194,Quad core,"4.5"" (11.43 cm)",5 MP,1700 mAh,2 MP
Zen Ultrafone 402 2015_february,3999,Single core,"5.0"" (12.7 cm)",3.2 MP,2100 mAh,1.3 MP
Intex Cloud M6 8GB 2015_april,5490,Quad core,"5.0"" (12.7 cm)",8 MP,2000 mAh,5 MP
Intex Aqua Y2 IPS 2015_march,3199,Quad core,"4.0"" (10.16 cm)",8 MP,1400 mAh,2 MP
A&K A333 2015_january,1189,Quad core,"3.2"" (8.13 cm)",3 MP,1400 mAh,2 MP
Micromax Bolt AD4500 2014_november,6599,Dual core,"4.5"" (11.43 cm)",5 MP,2000 mAh,0.3 MP
Hi-Tech S300i 2014_november,2999,Dual core,"3.5"" (8.89 cm)",2 MP,1400 mAh,0.3 MP
Karbonn Titanium Wind W4 2014_september,3199,Quad core,"4.0"" (10.16 cm)",5 MP,1950 mAh,0.3 MP
Panasonic Eluga 2012_march,9506,Dual core,"4.3"" (10.92 cm)",8 MP,1150 mAh,0.3 MP
Jivi JFP N2244 2016_march,1188,Dual core,"2.4"" (6.1 cm)",1.3 MP,1800 mAh,0.3 MP
Micromax Bolt D304 2016_january,4999,Dual core,"4.0"" (10.16 cm)",3.2 MP,1300 mAh,0.3 MP
Spice Power 5721 2016_january,1099,Dual core,"2.4"" (6.1 cm)",1.3 MP,1500 mAh,0.3 MP
Spice Xlife 431Q Lite 2015_june,2549,Quad core,"4.0"" (10.16 cm)",3.2 MP,1750 mAh,1.3 MP
Lava Iris X8 1GB RAM 2015_march,7990,Octa core,"5.0"" (12.7 cm)",8 MP,2500 mAh,3 MP
i-smart IS-55 Mercury V1 2014_november,5799,Quad core,"5.0"" (12.7 cm)",8 MP,2100 mAh,2 MP
Philips E130 2014_may,1350,Quad core,"1.8"" (4.57 cm)",0.3 MP,800 mAh,2 MP
Cheers C1 2014_may,1999,Quad core,"3.5"" (8.89 cm)",3.2 MP,1400 mAh,1.3 MP
Lava Iris 405 2013_may,5200,Dual core,"4"" (10.16 cm)",5 MP,1400 mAh,0.3 MP
Swipe Junior Smartphone 2015_november,1999,Dual core,"4.5"" (11.43 cm)",2 MP,1900 mAh,0.3 MP
Lava Iris Fuel F1 Mini 2015_october,4329,Single core,"4.0"" (10.16 cm)",5 MP,2000 mAh,0.3 MP
LG F70 2014_july,10990,Quad core,"4.5"" (11.43 cm)",5 MP,2440 mAh,0.3 MP
Alcatel J636D Plus 2014_may,3899,Dual core,"4.5"" (11.43 cm)",3 MP,1500 mAh,0.3 MP
Micromax Bolt A40 2013_september,4598,Dual core,"4.5"" (11.43 cm)",2 MP,1500 mAh,0.3 MP
Micromax A65 Smarty 4.3 2013_january,3999,Dual core,"4.3"" (10.92 cm)",2 MP,1350 mAh,0.3 MP
Micromax Canvas Mad 2014_january,5890,Quad core,"4.5"" (11.43 cm)",5 MP,1800 mAh,5 MP
Videocon V1519 2015_january,1000,Quad core,"2.0"" (5.08 cm)",0.3 MP,1800 mAh,5 MP
M-Tech Opal 3G Smart 2014_september,2790,Dual core,"3.5"" (8.89 cm)",3.2 MP,1300 mAh,1.3 MP
Intex Leo 2013_december,1199,Dual core,"2.4"" (6.1 cm)",1.3 MP,1050 mAh,1.3 MP
Motorola RIZR Z10 2008_may,10999,Dual core,"2.4"" (6.1 cm)",3.2 MP,1050 mAh,1.3 MP
Zopo Color E1 ZP353 2016_january,4999,Quad core,"5.0"" (12.7 cm)",8 MP,2100 mAh,2 MP
Trio Oorza T5 2015_february,1099,Quad core,"2.4"" (6.1 cm)",1.3 MP,2100 mAh,2 MP
Karbonn Titanium S2 Plus 2014_july,4999,Quad core,"5.0"" (12.7 cm)",8 MP,1900 mAh,0.3 MP
Micromax A92 Canvas Lite 2013_june,8799,Dual core,"5"" (12.7 cm)",5 MP,2000 mAh,0.3 MP
Intex Aqua Slice II 2015_september,4949,Quad core,"5.0"" (12.7 cm)",5 MP,2000 mAh,2 MP
Karbonn K42 2015_july,1910,Quad core,"2.4"" (6.1 cm)",1.3 MP,1000 mAh,2 MP
Karbonn Titanium Delight S22 2015_may,3790,Quad core,"4.5"" (11.43 cm)",5 MP,1800 mAh,0.3 MP
Salora Njoy X E7 2015_may,5690,Dual core,"5.0"" (12.7 cm)",8 MP,3000 mAh,2 MP
M-Tech Star 1 2016_march,1199,Dual core,"2.4"" (6.1 cm)",0.3 MP,1700 mAh,2 MP
Sansui U40 Plus 2015_october,2299,Single core,"4"" (10.16 cm)",3.2 MP,1450 mAh,0.3 MP
Intex Aqua M5 2015_april,3999,Quad core,"5.0"" (12.7 cm)",8 MP,2000 mAh,2 MP
Intex Aqua R2 2015_january,2390,Single core,"2.8"" (7.11 cm)",2 MP,1100 mAh,0.3 MP
Intex Aqua Star HD 2014_september,8000,Quad core,"5.0"" (12.7 cm)",13 MP,1800 mAh,5 MP
Trio Agni 2 T2828 2013_july,1249,Quad core,"2.8"" (7.11 cm)",1.3 MP,2000 mAh,5 MP
Karbonn A25 2013_may,6500,Dual core,"5"" (12.7 cm)",5 MP,2000 mAh,0.3 MP
LG VX9800 2005_june,15550,Dual core,"5"" (12.7 cm)",1.3 MP,1300 mAh,0.3 MP
BLU Tank II 2016_february,1099,Dual core,"2.4"" (6.1 cm)",0.3 MP,1900 mAh,0.3 MP
Hi-Tech HT-890 Youth 2015_november,1699,Single core,"4.0"" (10.16 cm)",1.3 MP,1400 mAh,0.3 MP
iBall Andi 5U Platino 2015_august,3999,Quad core,"5.0"" (12.7 cm)",8 MP,2000 mAh,0.3 MP
i-smart IS 206 Elite 2015_july,1050,Quad core,"2.4"" (6.1 cm)",1.3 MP,2000 mAh,0.3 MP
Celkon Millennia Me Q54 Plus 2015_june,4458,Quad core,"5.0"" (12.7 cm)",5 MP,2000 mAh,5 MP
iBall Andi 4.5V Baby Panther 2014_december,3899,Octa core,"4.5"" (11.43 cm)",8 MP,1700 mAh,2 MP
Micromax Bolt A61 2013_december,4200,Octa core,"4.0"" (10.16 cm)",2 MP,1500 mAh,0.3 MP
Panasonic T11 2013_july,3249,Quad core,"4"" (10.16 cm)",5 MP,1500 mAh,0.3 MP
Karbonn Smart A26 2013_july,6999,Dual core,"5"" (12.7 cm)",5 MP,2000 mAh,0.3 MP
Motorola RAZR2 V9 2007_may,9995,Dual core,"5"" (12.7 cm)",2 MP,2000 mAh,0.3 MP
Celkon A35K Remote 2015_july,2979,Single core,"3.5"" (8.89 cm)",3.2 MP,1400 mAh,0.3 MP
Rage C180 2014_december,1299,Single core,"1.8"" (4.57 cm)",0.3 MP,1050 mAh,0.3 MP
Karbonn A52 2014_february,7860,Dual core,"3.5"" (8.89 cm)",3 MP,1400 mAh,0.3 MP
XOLO Q1100 2014_february,12000,Quad core,"5.0"" (12.7 cm)",8 MP,2000 mAh,2 MP
Lenovo A706 2013_june,8888,Quad core,"4.5"" (11.43 cm)",5 MP,2000 mAh,0.3 MP
Samsung Omnia M 2012_july,3499,Single core,"4"" (10.16 cm)",5 MP,1500 mAh,0.3 MP
iBall Andi 4F Arc3 2015_september,2899,Dual core,"4"" (10.16 cm)",5 MP,1500 mAh,0.3 MP
Micromax Bolt A79 2015_february,2899,Dual core,"4.0"" (10.16 cm)",2 MP,1450 mAh,0.3 MP
Celkon C344 2015_january,1500,Dual core,"1.8"" (4.57 cm)",0.3 MP,1100 mAh,0.3 MP
Chilli B02 2014_october,1399,Dual core,"2.4"" (6.1 cm)",1.3 MP,1800 mAh,0.3 MP
Micromax X096 2013_december,1500,Dual core,"1.8"" (4.57 cm)",0.8 MP,1800 mAh,0.3 MP
Intex Cloud X5 2013_october,2995,Dual core,"3.5"" (8.89 cm)",2 MP,1300 mAh,0.3 MP
Motorola V2288 2000_january,7498,Dual core,"3.5"" (8.89 cm)",2 MP,1300 mAh,0.3 MP
iBall shaan 2.4 Neon 2016_january,1099,Dual core,"2.4"" (6.1 cm)",0.3 MP,1000 mAh,0.3 MP
Hi-Tech Pride 345 2015_november,1599,Dual core,"2.4"" (6.1 cm)",0.3 MP,1400 mAh,0.3 MP
Spice Xlife 511 Pro 2015_august,4399,Quad core,"5.0"" (12.7 cm)",8 MP,1750 mAh,3.2 MP
Good One Sky 2015_july,3499,Dual core,"5.0"" (12.7 cm)",2 MP,1800 mAh,3.2 MP
Alcatel One Touch Flash mini 4031D 2015_march,2999,Dual core,"4.0"" (10.16 cm)",5 MP,1500 mAh,0.3 MP
Obi Python S452 2014_august,4500,Dual core,"4.5"" (11.43 cm)",2 MP,1400 mAh,0.3 MP
Lava Iris Pro 20 2014_april,11125,Quad core,"4.7"" (11.94 cm)",8 MP,2000 mAh,0.3 MP
Rage Rose 2014_february,1699,Quad core,"1.4"" (3.56 cm)",0.3 MP,750 mAh,0.3 MP
Spice M-5364 2013_may,1395,Quad core,"2.4"" (6.1 cm)",1.3 MP,1400 mAh,0.3 MP
Swingtel SW30 2013_november,1099,Quad core,"2.8"" (7.11 cm)",1.3 MP,2000 mAh,0.3 MP
Xillion XOne X403 2015_october,5550,Quad core,"5.0"" (12.7 cm)",8 MP,2000 mAh,2 MP
Karbonn Alfa A99 2015_september,2800,Dual core,"4.0"" (10.16 cm)",3.2 MP,1400 mAh,1.3 MP
Swipe Sonic EG 5 2015_may,3333,Dual core,"5.0"" (12.7 cm)",5 MP,1800 mAh,0.3 MP
iBall mSLR Cobalt 4 2015_may,4799,Octa core,"5.0"" (12.7 cm)",8 MP,2000 mAh,3.2 MP
Intex Aqua Desire HD 2015_april,6299,Octa core,"5.0"" (12.7 cm)",10 MP,2000 mAh,5 MP
Intex Star Touch 2015_february,1799,Octa core,"4.0"" (10.16 cm)",1.3 MP,1200 mAh,5 MP
Karbonn Titanium S10 2014_september,4499,Quad core,"5.0"" (12.7 cm)",8 MP,1850 mAh,2 MP
Spice Boss M-5407 2014_september,1640,Quad core,"2.8"" (7.11 cm)",1.3 MP,1800 mAh,2 MP
Micromax X070 2014_september,1298,Quad core,"1.8"" (4.57 cm)",0.3 MP,1000 mAh,2 MP
Zen P36 2013_november,2225,Quad core,"3.2"" (8.13 cm)",1.3 MP,1000 mAh,2 MP
Videocon V2FA1 2016_march,1010,Quad core,"2.4"" (6.1 cm)",0.3 MP,1800 mAh,2 MP
iBall shaan 2.4V Curvy 2016_january,1249,Quad core,"2.4"" (6.1 cm)",0.3 MP,1800 mAh,2 MP
Videocon Infinium Z52 Inspire 2016_january,5080,Quad core,"5.0"" (12.7 cm)",5 MP,2000 mAh,2 MP
i-smart IS-51i 2015_august,1900,Dual core,"3.5"" (8.89 cm)",2 MP,1500 mAh,2 MP
iBall Andi 3.5V Genius2 2015_july,2299,Single core,"3.5"" (8.89 cm)",2 MP,1250 mAh,0.3 MP
Celkon Millennium Vogue Q455 2014_july,4699,Quad core,"4.5"" (11.43 cm)",8 MP,2000 mAh,1.3 MP
Karbonn Titanium S6 2013_september,4699,Quad core,"5"" (12.7 cm)",8 MP,2000 mAh,2 MP
iBall Andi 5U Platino 1GB RAM 2016_january,4699,Quad core,"5.0"" (12.7 cm)",5 MP,2000 mAh,2 MP
Skywin Alta Gem 2015_december,3999,Quad core,"4.5"" (11.43 cm)",8 MP,2000 mAh,5 MP
Celkon Campus A403 2015_september,2999,Single core,"4.0"" (10.16 cm)",3.2 MP,1400 mAh,1.3 MP
i-smart IS-56 Mercury V2 2014_december,6269,Quad core,"5.0"" (12.7 cm)",8 MP,2100 mAh,3.2 MP
Celkon Q40 Plus 2014_october,5490,Quad core,"4.0"" (10.16 cm)",5 MP,1500 mAh,1.3 MP
Karbonn Titanium S5 Ultra 2014_september,6990,Quad core,"5"" (12.7 cm)",8 MP,2000 mAh,2 MP
Speed K3 2014_july,6600,Dual core,"4.7"" (11.94 cm)",5 MP,1500 mAh,0.3 MP
Spice Boss Rhythm M-5367 2013_october,1220,Dual core,"2.4"" (6.1 cm)",1.3 MP,2000 mAh,0.3 MP
Karbonn K451 Plus Sound Wave 2012_september,1510,Dual core,"2.4"" (6.1 cm)",1.3 MP,1800 mAh,0.3 MP
Karbonn Titanium S4 Plus 2014_october,2999,Quad core,"4.0"" (10.16 cm)",5 MP,1500 mAh,2 MP
Alcatel One Touch Pop C7 2013_november,4500,Quad core,"5.0"" (12.7 cm)",5 MP,2000 mAh,0.3 MP
Lenovo S920 2013_may,12999,Quad core,"5.30"" (13.46 cm)",8 MP,2250 mAh,2 MP
Sony Ericsson Aspen 2010_july,7131,Quad core,"2.4"" (6.1 cm)",3.2 MP,1500 mAh,2 MP
Spice Power S-577 2015_december,1300,Quad core,"2.4"" (6.1 cm)",1.3 MP,2200 mAh,2 MP
Monix Ginger 2015_october,3449,Quad core,"3.5"" (8.89 cm)",0.3 MP,1150 mAh,2 MP
Intex Aqua Q1 Plus 2015_april,3490,Quad core,"4.5"" (11.43 cm)",5 MP,1600 mAh,1.3 MP
Jivi JV X3450 2014_september,1099,Quad core,"2.4"" (6.1 cm)",0.3 MP,2000 mAh,1.3 MP
Speed S400 2014_september,5200,Dual core,"4.0"" (10.16 cm)",5 MP,2300 mAh,1.3 MP
Rage Magic Swift 2014_august,1899,Dual core,"3.5"" (8.89 cm)",1.3 MP,1600 mAh,0.3 MP
Lava Iris 455 2013_april,6390,Dual core,"4.5"" (11.43 cm)",5 MP,1500 mAh,0.3 MP
Lenovo S890 2013_january,8490,Dual core,"5"" (12.7 cm)",8 MP,2250 mAh,0.3 MP
Videocon Infinium Z30 Aire 2015_july,2961,Single core,"3.5"" (8.89 cm)",2 MP,1400 mAh,0.3 MP
Intex Aqua Q1 2015_january,4999,Quad core,"4.5"" (11.43 cm)",5 MP,1600 mAh,1.3 MP
Karbonn K58 2014_july,1299,Quad core,"2.4"" (6.1 cm)",1.3 MP,1500 mAh,1.3 MP
Idea ID 1000 2014_march,2600,Dual core,"3.5"" (8.89 cm)",2 MP,1300 mAh,1.3 MP
Micromax Canvas Tube A118R 2014_february,6099,Quad core,"5.5"" (13.97 cm)",8 MP,2300 mAh,2 MP
Videocon A55 qHD 2013_october,4999,Quad core,"5.0"" (12.7 cm)",8 MP,2000 mAh,1.3 MP
Xillion XOne M300 2015_november,3499,Quad core,"4.5"" (11.43 cm)",5 MP,1600 mAh,1.3 MP
Micromax X2400 2015_january,1697,Quad core,"2.4"" (6.1 cm)",0.3 MP,2300 mAh,1.3 MP
Zen Ultrafone 105 Plus 2015_january,2579,Dual core,"3.5"" (8.89 cm)",2 MP,1350 mAh,0.3 MP
i-smart IS-204W 2014_october,1020,Dual core,"2.4"" (6.1 cm)",1.3 MP,1800 mAh,0.3 MP
Micromax X253 2014_may,1649,Dual core,"2.4"" (6.1 cm)",0.3 MP,1400 mAh,0.3 MP
Alcatel One Touch Idol Mini 6012D 2013_august,3599,Dual core,"4.3"" (10.92 cm)",5 MP,1700 mAh,0.3 MP
ZTE Grand X Quad Lite 2013_july,4000,Quad core,"5"" (12.7 cm)",8 MP,2500 mAh,0.3 MP
Sony Ericsson XPERIA X10 mini 2010_june,8494,Quad core,"2.5"" (6.35 cm)",5 MP,950 mAh,0.3 MP
Nokia N96 2008_september,12500,Quad core,"2.5"" (6.35 cm)",5 MP,950 mAh,0.3 MP
Adcom C1 2016_february,1149,Quad core,"1.8"" (4.57 cm)",0.3 MP,1050 mAh,0.3 MP
Cubit Topaz 2 2015_june,2290,Dual core,"4"" (10.16 cm)",3 MP,1500 mAh,0.3 MP
Karbonn A109 2015_march,2499,Single core,"4.0"" (10.16 cm)",2 MP,1300 mAh,0.3 MP
Celkon Campus Colt A401 2014_november,3080,Single core,"4.0"" (10.16 cm)",3.2 MP,1400 mAh,0.3 MP
Maxx Genx Droid7 AX352 2013_november,2999,Single core,"3.5"" (8.89 cm)",2 MP,1300 mAh,0.3 MP
Swingtel SW27 2013_november,1188,Single core,"2.6"" (6.6 cm)",1.3 MP,1200 mAh,0.3 MP
